Data Download from NCSES Interactive Data Tool,,,,,
,,,,,
Filters,Selected values,,,,
2004,Stanford University,Engineering,Industrial and manufacturing engineering,Total for selected values,350
2004,Stanford University,Engineering,Industrial and manufacturing engineering,Female,100
2004,Stanford University,Engineering,Industrial and manufacturing engineering,Male,250
2004,Stanford University,Engineering,Mechanical engineering,Total for selected values,503
2004,Stanford University,Engineering,Mechanical engineering,Female,89
2004,Stanford University,Engineering,Mechanical engineering,Male,414
2004,Stanford University,Engineering,Metallurgical and materials engineering,Total for selected values,142
2004,Stanford University,Engineering,Metallurgical and materials engineering,Female,31
2004,Stanford University,Engineering,Metallurgical and materials engineering,Male,111
2004,Stanford University,Engineering,Petroleum engineering,Total for selected values,59
2004,Stanford University,Engineering,Petroleum engineering,Female,19
2004,Stanford University,Engineering,Petroleum engineering,Male,40
2004,University of Pennsylvania,Total for selected values,Total for selected values,Total for selected values,"2,109"
2004,University of Pennsylvania,Science,Total for selected values,Total for selected values,"1,720"
2004,University of Pennsylvania,Science,Anthropology,Total for selected values,135
2004,University of Pennsylvania,Science,Anthropology,Female,91
2004,University of Pennsylvania,Science,Anthropology,Male,44
2004,University of Pennsylvania,Science,Biology,Total for selected values,130
2004,University of Pennsylvania,Science,Biology,Female,68
2004,University of Pennsylvania,Science,Biology,Male,62
2004,University of Pennsylvania,Science,Biosciences not elsewhere classified,Total for selected values,19
2004,University of Pennsylvania,Science,Biosciences not elsewhere classified,Female,5
2004,University of Pennsylvania,Science,Biosciences not elsewhere classified,Male,14
2004,University of Pennsylvania,Science,Cell and molecular biology,Total for selected values,254
2004,University of Pennsylvania,Science,Cell and molecular biology,Female,142
2004,University of Pennsylvania,Science,Cell and molecular biology,Male,112
2004,University of Pennsylvania,Science,Chemistry,Total for selected values,160
2004,University of Pennsylvania,Science,Chemistry,Female,51
2004,University of Pennsylvania,Science,Chemistry,Male,109
2004,University of Pennsylvania,Science,Computer sciences,Total for selected values,304
2004,University of Pennsylvania,Science,Computer sciences,Female,62
2004,University of Pennsylvania,Science,Computer sciences,Male,242
2004,University of Pennsylvania,Science,Economics (except agricultural),Total for selected values,98
2004,University of Pennsylvania,Science,Economics (except agricultural),Female,28
2004,University of Pennsylvania,Science,Economics (except agricultural),Male,70
2004,University of Pennsylvania,Science,Entomology and parasitology,Total for selected values,14
2004,University of Pennsylvania,Science,Entomology and parasitology,Female,6
2004,University of Pennsylvania,Science,Entomology and parasitology,Male,8
2004,University of Pennsylvania,Science,Geosciences,Total for selected values,16
2004,University of Pennsylvania,Science,Geosciences,Female,10
2004,University of Pennsylvania,Science,Geosciences,Male,6
2004,University of Pennsylvania,Science,History and philosophy of science,Total for selected values,29
2004,University of Pennsylvania,Science,History and philosophy of science,Female,12
2004,University of Pennsylvania,Science,History and philosophy of science,Male,17
2004,University of Pennsylvania,Science,Linguistics,Total for selected values,42
2004,University of Pennsylvania,Science,Linguistics,Female,19
2004,University of Pennsylvania,Science,Linguistics,Male,23
2004,University of Pennsylvania,Science,Mathematics and applied mathematics,Total for selected values,62
2004,University of Pennsylvania,Science,Mathematics and applied mathematics,Female,15
2004,University of Pennsylvania,Science,Mathematics and applied mathematics,Male,47
2004,University of Pennsylvania,Science,"Microbiology, immunology, and virology",Total for selected values,84
2004,University of Pennsylvania,Science,"Microbiology, immunology, and virology",Female,53
2004,University of Pennsylvania,Science,"Microbiology, immunology, and virology",Male,31
2004,University of Pennsylvania,Science,Pharmacology and toxicology,Total for selected values,76
2004,University of Pennsylvania,Science,Pharmacology and toxicology,Female,40
2004,University of Pennsylvania,Science,Pharmacology and toxicology,Male,36
2004,University of Pennsylvania,Science,Physics,Total for selected values,91
2004,University of Pennsylvania,Science,Physics,Female,21
2004,University of Pennsylvania,Science,Physics,Male,70
2004,University of Pennsylvania,Science,Political science and government,Total for selected values,62
2004,University of Pennsylvania,Science,Political science and government,Female,26
2004,University of Pennsylvania,Science,Political science and government,Male,36
2004,University of Pennsylvania,Science,"Psychology, general",Total for selected values,49
2004,University of Pennsylvania,Science,"Psychology, general",Female,26
2004,University of Pennsylvania,Science,"Psychology, general",Male,23
2004,University of Pennsylvania,Science,Social sciences not elsewhere classified,Total for selected values,17
2004,University of Pennsylvania,Science,Social sciences not elsewhere classified,Female,9
2004,University of Pennsylvania,Science,Social sciences not elsewhere classified,Male,8
2004,University of Pennsylvania,Science,Sociology,Total for selected values,78
2004,University of Pennsylvania,Science,Sociology,Female,54
2004,University of Pennsylvania,Science,Sociology,Male,24
2004,University of Pennsylvania,Engineering,Total for selected values,Total for selected values,389
2004,University of Pennsylvania,Engineering,Biomedical engineering,Total for selected values,120
2004,University of Pennsylvania,Engineering,Biomedical engineering,Female,59
2004,University of Pennsylvania,Engineering,Biomedical engineering,Male,61
2004,University of Pennsylvania,Engineering,Chemical engineering,Total for selected values,66
2004,University of Pennsylvania,Engineering,Chemical engineering,Female,16
2004,University of Pennsylvania,Engineering,Chemical engineering,Male,50
2004,University of Pennsylvania,Engineering,Civil engineering,Total for selected values,40
2004,University of Pennsylvania,Engineering,Civil engineering,Female,19
2004,University of Pennsylvania,Engineering,Civil engineering,Male,21
2004,University of Pennsylvania,Engineering,Electrical engineering,Total for selected values,37
2004,University of Pennsylvania,Engineering,Electrical engineering,Female,8
2004,University of Pennsylvania,Engineering,Electrical engineering,Male,29
2004,University of Pennsylvania,Engineering,Engineering not elsewhere classified,Total for selected values,1
2004,University of Pennsylvania,Engineering,Engineering not elsewhere classified,Male,1
2004,University of Pennsylvania,Engineering,Mechanical engineering,Total for selected values,70
2004,University of Pennsylvania,Engineering,Mechanical engineering,Female,8
2004,University of Pennsylvania,Engineering,Mechanical engineering,Male,62
2004,University of Pennsylvania,Engineering,Metallurgical and materials engineering,Total for selected values,55
2004,University of Pennsylvania,Engineering,Metallurgical and materials engineering,Female,8
2004,University of Pennsylvania,Engineering,Metallurgical and materials engineering,Male,47
2004,Yale University,Total for selected values,Total for selected values,Total for selected values,"1,607"
2004,Yale University,Science,Total for selected values,Total for selected values,"1,469"
2004,Yale University,Science,Agricultural sciences,Total for selected values,70
2004,Yale University,Science,Agricultural sciences,Female,35
2004,Yale University,Science,Agricultural sciences,Male,35
2004,Yale University,Science,Anthropology,Total for selected values,61
2004,Yale University,Science,Anthropology,Female,42
2004,Yale University,Science,Anthropology,Male,19
