Data Download from NCSES Interactive Data Tool

Filters,Selected values
"Institution Name","Columbia Univ in the City of New York, Columbia University in the City of New York"

,,,"<measures>","Graduate Students by Demographic Characteristics and Enrollment",
"2003","Columbia Univ in the City of New York","Engineering","Non-Hispanic, Native Hawaiian or Other Pacific Islander","1",
"2003","Columbia Univ in the City of New York","Engineering","Non-Hispanic, white","114",
"2003","Columbia Univ in the City of New York","Mathematics and statistics","Total for selected values","260",
"2003","Columbia Univ in the City of New York","Mathematics and statistics","Ethnicity and race unknown or not stated","15",
"2003","Columbia Univ in the City of New York","Mathematics and statistics","Foreign nationals holding temporary visas, regardless of ethnicity or race","141",
"2003","Columbia Univ in the City of New York","Mathematics and statistics","Hispanic or Latino ethnicity (one or more races)","5",
"2003","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, Asian","30",
"2003","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, black or African American","4",
"2003","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, white","65",
"2003","Columbia Univ in the City of New York","Other health","Total for selected values","75",
"2003","Columbia Univ in the City of New York","Other health","Ethnicity and race unknown or not stated","5",
"2003","Columbia Univ in the City of New York","Other health","Hispanic or Latino ethnicity (one or more races)","6",
"2003","Columbia Univ in the City of New York","Other health","Non-Hispanic, Asian","17",
"2003","Columbia Univ in the City of New York","Other health","Non-Hispanic, black or African American","3",
"2003","Columbia Univ in the City of New York","Other health","Non-Hispanic, more than one race","3",
"2003","Columbia Univ in the City of New York","Other health","Non-Hispanic, white","41",
"2003","Columbia Univ in the City of New York","Physical sciences","Total for selected values","256",
"2003","Columbia Univ in the City of New York","Physical sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","139",
"2003","Columbia Univ in the City of New York","Physical sciences","Hispanic or Latino ethnicity (one or more races)","4",
"2003","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, Asian","8",
"2003","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, white","105",
"2003","Columbia Univ in the City of New York","Psychology","Total for selected values","35",
"2003","Columbia Univ in the City of New York","Psychology","Hispanic or Latino ethnicity (one or more races)","1",
"2003","Columbia Univ in the City of New York","Psychology","Non-Hispanic, Asian","4",
"2003","Columbia Univ in the City of New York","Psychology","Non-Hispanic, black or African American","2",
"2003","Columbia Univ in the City of New York","Psychology","Non-Hispanic, white","28",
"2003","Columbia Univ in the City of New York","Social sciences","Total for selected values","363",
"2003","Columbia Univ in the City of New York","Social sciences","Ethnicity and race unknown or not stated","20",
"2003","Columbia Univ in the City of New York","Social sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","183",
"2003","Columbia Univ in the City of New York","Social sciences","Hispanic or Latino ethnicity (one or more races)","12",
"2003","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, American Indian or Alaska Native","1",
"2003","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, Asian","23",
"2003","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, black or African American","6",
"2003","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, Native Hawaiian or Other Pacific Islander","1",
"2003","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, white","117",
"2002","Total for selected values","Total for selected values","Total for selected values","2,197",
"2002","Columbia Univ in the City of New York","Total for selected values","Total for selected values","2,197",
"2002","Columbia Univ in the City of New York","Biological sciences","Total for selected values","247",
"2002","Columbia Univ in the City of New York","Biological sciences","Ethnicity and race unknown or not stated","1",
"2002","Columbia Univ in the City of New York","Biological sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","63",
"2002","Columbia Univ in the City of New York","Biological sciences","Hispanic or Latino ethnicity (one or more races)","8",
"2002","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, Asian","17",
"2002","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, black or African American","7",
"2002","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, Native Hawaiian or Other Pacific Islander","1",
"2002","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, white","150",
"2002","Columbia Univ in the City of New York","Computer sciences","Total for selected values","234",
"2002","Columbia Univ in the City of New York","Computer sciences","Ethnicity and race unknown or not stated","37",
"2002","Columbia Univ in the City of New York","Computer sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","120",
"2002","Columbia Univ in the City of New York","Computer sciences","Hispanic or Latino ethnicity (one or more races)","3",
"2002","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, Asian","20",
"2002","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, black or African American","1",
"2002","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, white","53",
"2002","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Total for selected values","116",
"2002","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","47",
"2002","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Hispanic or Latino ethnicity (one or more races)","1",
"2002","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, Asian","2",
"2002","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, more than one race","1",
"2002","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, white","65",
"2002","Columbia Univ in the City of New York","Engineering","Total for selected values","646",
"2002","Columbia Univ in the City of New York","Engineering","Ethnicity and race unknown or not stated","74",
"2002","Columbia Univ in the City of New York","Engineering","Foreign nationals holding temporary visas, regardless of ethnicity or race","341",
"2002","Columbia Univ in the City of New York","Engineering","Hispanic or Latino ethnicity (one or more races)","8",
"2002","Columbia Univ in the City of New York","Engineering","Non-Hispanic, Asian","103",
"2002","Columbia Univ in the City of New York","Engineering","Non-Hispanic, black or African American","8",
"2002","Columbia Univ in the City of New York","Engineering","Non-Hispanic, white","112",
"2002","Columbia Univ in the City of New York","Mathematics and statistics","Total for selected values","232",
"2002","Columbia Univ in the City of New York","Mathematics and statistics","Ethnicity and race unknown or not stated","1",
"2002","Columbia Univ in the City of New York","Mathematics and statistics","Foreign nationals holding temporary visas, regardless of ethnicity or race","145",
"2002","Columbia Univ in the City of New York","Mathematics and statistics","Hispanic or Latino ethnicity (one or more races)","1",
"2002","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, Asian","24",
"2002","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, black or African American","6",
"2002","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, white","55",
"2002","Columbia Univ in the City of New York","Other health","Total for selected values","65",
"2002","Columbia Univ in the City of New York","Other health","Ethnicity and race unknown or not stated","1",
"2002","Columbia Univ in the City of New York","Other health","Foreign nationals holding temporary visas, regardless of ethnicity or race","3",
"2002","Columbia Univ in the City of New York","Other health","Hispanic or Latino ethnicity (one or more races)","6",
"2002","Columbia Univ in the City of New York","Other health","Non-Hispanic, Asian","13",
"2002","Columbia Univ in the City of New York","Other health","Non-Hispanic, black or African American","3",
"2002","Columbia Univ in the City of New York","Other health","Non-Hispanic, Native Hawaiian or Other Pacific Islander","1",
"2002","Columbia Univ in the City of New York","Other health","Non-Hispanic, white","38",
